,CONTRATAÇÃO DIRETA,CONTRATO,CONVÊNIO E CONGÊNERE,FINANÇAS PÚBLICAS,LICITAÇÃO,LICITAÇÃO INTERNACIONAL,OBRA E SERVIÇO DE ENGENHARIA,OUTRAS ÁREAS,PESSOAL,PLANEJAMENTO DA CONTRATAÇÃO,PRINCÍPIO,PROCESSUAL,PUBLICIDADE E PROPAGANDA,REGULAÇÃO,RESPONSABILIDADE,SERVIÇO TERCEIRIZADO,TECNOLOGIA DA INFORMAÇÃO
0,0.759493670886076,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.06329113924050633,0.0,0.0,0.0,0.02531645569620253,0.10126582278481013,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0
1,0.031746031746031744,0.6349206349206349,0.007936507936507936,0.023809523809523808,0.031746031746031744,0.0,0.10317460317460317,0.015873015873015872,0.015873015873015872,0.05555555555555555,0.007936507936507936,0.007936507936507936,0.0,0.0,0.05555555555555555,0.007936507936507936,0.0
2,0.0,0.030303030303030304,0.6515151515151515,0.045454545454545456,0.0,0.0,0.007575757575757576,0.0,0.0,0.015151515151515152,0.007575757575757576,0.06060606060606061,0.0,0.0,0.18181818181818182,0.0,0.0
3,0.0,0.02702702702702703,0.05405405405405406,0.527027027027027,0.0,0.0,0.013513513513513514,0.0,0.0945945945945946,0.013513513513513514,0.0,0.20270270270270271,0.0,0.0,0.06756756756756757,0.0,0.0
4,0.026737967914438502,0.0374331550802139,0.0106951871657754,0.0106951871657754,0.5989304812834224,0.0,0.016042780748663103,0.0,0.0053475935828877,0.16042780748663102,0.0053475935828877,0.0106951871657754,0.0,0.016042780748663103,0.08021390374331551,0.0,0.0213903743315508
5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.11926605504587157,0.01834862385321101,0.0,0.01834862385321101,0.0,0.6605504587155964,0.0,0.009174311926605505,0.08256880733944955,0.0,0.01834862385321101,0.0,0.0,0.05504587155963303,0.009174311926605505,0.009174311926605505
7,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.043478260869565216,0.43478260869565216,0.08695652173913043,0.0,0.043478260869565216,0.13043478260869565,0.0,0.0,0.17391304347826086,0.0,0.0
8,0.0015873015873015873,0.0,0.0015873015873015873,0.0015873015873015873,0.0031746031746031746,0.0,0.0,0.0,0.9507936507936507,0.0015873015873015873,0.006349206349206349,0.022222222222222223,0.0,0.0,0.006349206349206349,0.004761904761904762,0.0
9,0.005208333333333333,0.03125,0.005208333333333333,0.010416666666666666,0.10416666666666667,0.0,0.07291666666666667,0.005208333333333333,0.010416666666666666,0.6927083333333334,0.0,0.005208333333333333,0.0,0.0,0.036458333333333336,0.0,0.020833333333333332
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.375,0.0,0.0,0.125,0.0,0.0
11,0.0,0.0,0.022222222222222223,0.013888888888888888,0.008333333333333333,0.0,0.002777777777777778,0.002777777777777778,0.05277777777777778,0.005555555555555556,0.002777777777777778,0.8083333333333333,0.0,0.0,0.08055555555555556,0.0,0.0
12,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.21052631578947367,0.0,0.6842105263157895,0.0,0.0,0.0
14,0.0056022408963585435,0.014005602240896359,0.05042016806722689,0.011204481792717087,0.0196078431372549,0.0,0.0056022408963585435,0.0,0.014005602240896359,0.011204481792717087,0.0,0.08403361344537816,0.0,0.0,0.7843137254901961,0.0,0.0
15,0.0,0.10714285714285714,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.07142857142857142,0.0,0.0,0.0,0.0,0.03571428571428571,0.6071428571428571,0.03571428571428571
16,0.0,0.02631578947368421,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.039473684210526314,0.0,0.0,0.0,0.0,0.013157894736842105,0.10526315789473684,0.8026315789473685
