,CONTRATAÇÃO DIRETA,CONTRATO,CONVÊNIO E CONGÊNERE,FINANÇAS PÚBLICAS,LICITAÇÃO,LICITAÇÃO INTERNACIONAL,OBRA E SERVIÇO DE ENGENHARIA,OUTRAS ÁREAS,PESSOAL,PLANEJAMENTO DA CONTRATAÇÃO,PRINCÍPIO,PROCESSUAL,PUBLICIDADE E PROPAGANDA,REGULAÇÃO,RESPONSABILIDADE,SERVIÇO TERCEIRIZADO,TECNOLOGIA DA INFORMAÇÃO
0,0.810126582278481,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.0,0.0,0.0,0.02531645569620253,0.06329113924050633,0.0,0.02531645569620253,0.0,0.0,0.02531645569620253,0.0,0.0
1,0.023809523809523808,0.6587301587301587,0.007936507936507936,0.015873015873015872,0.023809523809523808,0.0,0.11904761904761904,0.015873015873015872,0.015873015873015872,0.06349206349206349,0.007936507936507936,0.007936507936507936,0.0,0.0,0.031746031746031744,0.007936507936507936,0.0
2,0.0,0.03787878787878788,0.6287878787878788,0.06060606060606061,0.0,0.0,0.007575757575757576,0.0,0.007575757575757576,0.007575757575757576,0.007575757575757576,0.045454545454545456,0.0,0.0,0.19696969696969696,0.0,0.0
3,0.0,0.05405405405405406,0.02702702702702703,0.5945945945945946,0.0,0.0,0.02702702702702703,0.0,0.05405405405405406,0.013513513513513514,0.0,0.1891891891891892,0.0,0.0,0.04054054054054054,0.0,0.0
4,0.0106951871657754,0.026737967914438502,0.0053475935828877,0.0106951871657754,0.6631016042780749,0.0,0.03208556149732621,0.0,0.0106951871657754,0.12299465240641712,0.0,0.016042780748663103,0.0,0.0106951871657754,0.06951871657754011,0.0,0.0213903743315508
5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.08256880733944955,0.01834862385321101,0.0,0.03669724770642202,0.0,0.6697247706422018,0.0,0.0,0.09174311926605505,0.0,0.01834862385321101,0.0,0.0,0.07339449541284404,0.009174311926605505,0.0
7,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.43478260869565216,0.13043478260869565,0.0,0.043478260869565216,0.13043478260869565,0.0,0.0,0.13043478260869565,0.0,0.0
8,0.0015873015873015873,0.0015873015873015873,0.0015873015873015873,0.0015873015873015873,0.0015873015873015873,0.0,0.0,0.0,0.9555555555555556,0.0,0.007936507936507936,0.022222222222222223,0.0,0.0,0.004761904761904762,0.0015873015873015873,0.0
9,0.010416666666666666,0.026041666666666668,0.005208333333333333,0.010416666666666666,0.11458333333333333,0.0,0.078125,0.005208333333333333,0.010416666666666666,0.6927083333333334,0.0,0.005208333333333333,0.0,0.0,0.020833333333333332,0.0,0.020833333333333332
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.375,0.25,0.0,0.0,0.125,0.0,0.0
11,0.0,0.0,0.022222222222222223,0.011111111111111112,0.002777777777777778,0.0,0.002777777777777778,0.002777777777777778,0.04722222222222222,0.005555555555555556,0.011111111111111112,0.8083333333333333,0.0,0.0,0.08611111111111111,0.0,0.0
12,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.7894736842105263,0.0,0.0,0.0
14,0.011204481792717087,0.008403361344537815,0.047619047619047616,0.008403361344537815,0.025210084033613446,0.0,0.0056022408963585435,0.0,0.011204481792717087,0.0028011204481792717,0.0,0.07563025210084033,0.0,0.0,0.803921568627451,0.0,0.0
15,0.0,0.14285714285714285,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,0.6428571428571429,0.03571428571428571
16,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06578947368421052,0.0,0.0,0.0,0.0,0.013157894736842105,0.11842105263157894,0.7763157894736842
